run_num,project_name,metric,n,mean,q0.001,q0.01,q0.1,q0.25,q0.5,q0.75,q0.9,q0.99,q0.999
1,PNA,step_ms,471,90.5702834225053,88.594423,89.301024,89.568939,89.69993,89.945615,91.260865,91.886765,95.30032,109.389436
1,PNA,forward_ms,471,47.59970440976646,47.124997,47.295369,47.40899,47.469022,47.539483,47.611804,47.720816,49.317262,52.35793
1,PNA,backward_ms,471,36.747445925690016,35.970718,36.036309,36.250862,36.465816,36.686799,36.803771,36.978634,38.875044,54.321672
1,PNA,optimizer_ms,471,3.5984179575371553,3.323664,3.341234,3.363985,3.381945,3.561507,3.590098,4.157167,4.194378,4.40566
1,PNA,loss,471,0.7955218613021187,0.5822325944900513,0.6382781267166138,0.6934049129486084,0.74278724193573,0.796544075012207,0.8470637798309326,0.8918327689170837,0.9829918146133423,1.0501512289047241
1,PNA,fwd_gpu_util,165,20.63030303030303,0.0,2.0,12.0,21.0,22.0,23.0,24.0,24.0,24.0
1,PNA,fwd_cpu_util,165,87.24363636363637,82.7,82.9,83.5,86.3,86.9,87.3,90.7,97.2,98.4
1,PNA,fwd_ram_used_mb,165,20195.556936553032,20194.109375,20194.109375,20194.76171875,20195.0078125,20195.3359375,20196.00390625,20196.9765625,20197.22265625,20197.22265625
1,PNA,bwd_gpu_util,165,20.193939393939395,0.0,2.0,12.0,21.0,22.0,22.0,23.0,24.0,24.0
1,PNA,bwd_cpu_util,165,100.3460606060606,78.9,79.3,80.0,90.7,106.4,107.0,108.1,118.5,135.0
1,PNA,bwd_ram_used_mb,165,20195.571141098484,20194.109375,20194.109375,20194.76171875,20195.0078125,20195.3359375,20196.00390625,20196.9765625,20197.22265625,20197.2265625
