epoch,step_idx,step_ms
1,1,161.951432
1,2,145.650198
1,3,145.978243
1,4,173.499207
1,5,151.405995
1,6,146.534582
1,7,167.161241
1,8,145.134469
1,9,144.355666
1,10,130.506932
2,11,145.400414
2,12,164.017668
2,13,144.04382
2,14,145.326622
2,15,172.786465
2,16,150.723763
2,17,145.668728
2,18,162.613004
2,19,146.183236
2,20,110.343752
3,21,165.025885
3,22,145.961413
3,23,145.948882
3,24,164.286882
3,25,145.467165
3,26,144.489438
3,27,160.776872
3,28,145.20245
3,29,145.949642
3,30,129.591556
4,31,146.623534
4,32,161.628467
4,33,144.691141
4,34,146.273988
4,35,164.675418
4,36,146.164346
4,37,147.151162
4,38,163.963275
4,39,144.272754
4,40,109.912474
5,41,158.584186
5,42,146.483441
5,43,144.60878
5,44,164.509545
5,45,145.918882
5,46,147.135333
5,47,165.080335
5,48,147.483478
5,49,144.107281
5,50,124.993999
6,51,147.210284
6,52,163.59078
6,53,146.721546
6,54,146.807267
6,55,167.14272
6,56,146.596093
6,57,146.3518
6,58,163.469518
6,59,144.860674
6,60,110.185178
7,61,172.692434
7,62,147.675332
7,63,144.853414
7,64,164.388553
7,65,145.429263
7,66,147.55206
7,67,166.704633
7,68,144.866535
7,69,144.989527
7,70,128.884094
8,71,145.348762
8,72,167.890794
8,73,145.746689
8,74,146.130426
8,75,162.246077
8,76,146.245688
8,77,146.088465
8,78,164.772961
8,79,146.220527
8,80,110.23148
9,81,168.136256
9,82,145.322612
9,83,147.60466
9,84,163.147553
9,85,145.993003
9,86,144.162672
9,87,162.631104
9,88,145.465974
9,89,146.343289
9,90,129.876052
10,91,146.143836
10,92,165.606564
10,93,146.796467
10,94,145.78667
10,95,167.462496
10,96,145.252921
10,97,147.070081
10,98,161.099049
10,99,145.927903
10,100,109.574239
11,101,163.095062
11,102,147.213714
11,103,145.609517
11,104,170.321673
11,105,147.937456
11,106,146.41012
11,107,163.488258
11,108,145.017486
11,109,145.741329
11,110,131.912895
12,111,147.889125
12,112,172.236056
12,113,146.053294
12,114,145.80786
12,115,169.067533
12,116,145.985403
12,117,144.758803
12,118,170.712711
12,119,145.784119
12,120,109.406865
13,121,167.825561
13,122,146.859778
13,123,144.440577
13,124,163.008401
13,125,147.102752
13,126,147.258665
13,127,171.227579
13,128,145.480175
13,129,146.874638
13,130,128.62347
14,131,144.828024
14,132,164.528345
14,133,145.706459
14,134,146.927909
14,135,166.475229
14,136,146.183557
14,137,146.776577
14,138,163.038581
14,139,144.493298
14,140,110.171729
15,141,163.321135
15,142,147.52563
15,143,146.730316
15,144,163.180773
15,145,145.598656
15,146,146.062554
15,147,170.410806
15,148,145.556325
15,149,144.888615
15,150,130.527992
16,151,145.756859
16,152,169.920937
16,153,145.564706
16,154,145.447753
16,155,169.216514
16,156,145.949983
16,157,145.944303
16,158,162.009583
16,159,145.113099
16,160,110.037756
17,161,168.964911
17,162,145.318052
17,163,145.124659
17,164,162.921399
17,165,146.097984
17,166,147.904365
17,167,168.588085
17,168,145.086329
17,169,146.210067
17,170,124.313587
18,171,148.006407
18,172,169.144684
18,173,144.335726
18,174,146.296668
18,175,160.03477
18,176,145.304972
18,177,147.782084
18,178,161.969323
18,179,147.114772
18,180,109.924105
19,181,162.43958
19,182,146.552253
19,183,146.699036
19,184,163.034441
19,185,144.60959
19,186,145.083908
19,187,160.195733
19,188,144.964465
19,189,147.131942
19,190,129.459884
20,191,144.487548
20,192,160.754912
20,193,147.104932
20,194,145.022406
20,195,160.162702
20,196,144.274394
20,197,145.959933
20,198,166.746934
20,199,146.611394
20,200,110.466024
